CRUCH,Programas,Año,Cálculo1,Nombre Región,Matrícula total,Matrícula primer año,Área Conocimiento,Nombre Carrera,Tipo Título,Tipo título,Horario,NombreComuna,Nombre Institución,NombreRegion,Matrícula primer año hombres,Matrícula primer año mujeres,Matrícula total hombres,Matrícula total mujeres,anio,tRegion1_NombreRegion
Privada,1,01/01/2010,14,Región Metropolitana,14,1,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,1,0,13,1,2010,Región Metropolitana
Privada,1,01/01/2010,28,Región Metropolitana,28,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Santiago,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,27,1,2010,Región Metropolitana
Privada,1,01/01/2013,1,Región Metropolitana,1,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,1,0,2013,Región Metropolitana
Privada,1,01/01/2013,2,Región Metropolitana,2,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,Santiago,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,2,0,2013,Región Metropolitana
Privada,1,01/01/2013,1,Región Metropolitana,1,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Santiago,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,1,0,2013,Región Metropolitana
Privada,1,01/01/2011,36,Región Metropolitana,36,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,Santiago,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,32,4,2011,Región Metropolitana
Privada,1,01/01/2011,16,Región Metropolitana,16,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,14,2,2011,Región Metropolitana
Privada,1,01/01/2011,12,Región Metropolitana,12,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,9,3,2011,Región Metropolitana
Privada,1,01/01/2011,9,Región Metropolitana,9,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Santiago,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,9,0,2011,Región Metropolitana
Privada,0,01/01/2013,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,,I.P. AIEP,,0,0,0,0,2013,Región Metropolitana
Privada,1,01/01/2009,2,Región Metropolitana,2,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,2,0,2009,Región Metropolitana
Privada,1,01/01/2009,2,Región Metropolitana,2,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,2,0,2009,Región Metropolitana
Privada,1,01/01/2009,5,Región Metropolitana,5,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,4,1,2009,Región Metropolitana
Privada,1,01/01/2012,1,Región Metropolitana,1,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,1,0,2012,Región Metropolitana
Privada,0,01/01/2012,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,0,0,2012,Región Metropolitana
Privada,0,01/01/2012,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,0,0,2012,Región Metropolitana
Privada,0,01/01/2013,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2013,Región Metropolitana
Privada,1,01/01/2010,3,Región Metropolitana,3,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,3,0,2010,Región Metropolitana
Privada,1,01/01/2010,16,Región Metropolitana,16,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,15,1,2010,Región Metropolitana
Privada,1,01/01/2010,5,Región Metropolitana,5,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,4,1,2010,Región Metropolitana
Privada,0,01/01/2010,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2010,Región Metropolitana
Privada,0,01/01/2013,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,Santiago,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2013,Región Metropolitana
Privada,1,01/01/2011,7,Región Metropolitana,7,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,7,0,2011,Región Metropolitana
Privada,0,01/01/2011,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,0,0,2011,Región Metropolitana
Privada,1,01/01/2011,3,Región Metropolitana,3,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,2,1,2011,Región Metropolitana
Privada,0,01/01/2011,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2011,Región Metropolitana
Privada,0,01/01/2011,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Santiago,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,0,0,2011,Región Metropolitana
Privada,0,01/01/2011,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,0,0,2011,Región Metropolitana
Privada,0,01/01/2011,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2011,Región Metropolitana
Privada,0,01/01/2013,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2013,Región Metropolitana
Privada,1,01/01/2012,2,Región Metropolitana,2,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,2,0,2012,Región Metropolitana
Privada,1,01/01/2012,4,Región Metropolitana,4,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,4,0,2012,Región Metropolitana
Privada,0,01/01/2012,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,0,0,2012,Región Metropolitana
Privada,0,01/01/2012,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,0,0,2012,Región Metropolitana
Privada,0,01/01/2013,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2013,Región Metropolitana
Privada,1,01/01/2010,4,Región Metropolitana,4,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,4,0,2010,Región Metropolitana
Privada,0,01/01/2013,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2013,Región Metropolitana
Privada,1,01/01/2011,3,Región Metropolitana,3,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,3,0,2011,Región Metropolitana
Privada,1,01/01/2011,1,Región Metropolitana,1,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,1,0,2011,Región Metropolitana
Privada,1,01/01/2011,1,Región Metropolitana,1,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,1,0,2011,Región Metropolitana
Privada,0,01/01/2011,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2011,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,,I.P. DIEGO PORTALES,,,,,,2019,Región Metropolitana
,0,01/01/2015,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2015,Región Metropolitana
Privada,1,01/01/2007,36,Región Metropolitana,36,26,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,,I.P. AIEP,,20,6,27,9,2007,Región Metropolitana
Privada,1,01/01/2007,48,Región Metropolitana,48,48,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,,I.P. DIEGO PORTALES,,37,11,37,11,2007,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,Santiago,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Santiago,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,Santiago,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2019,Región Metropolitana
,1,01/01/2019,113,Región Metropolitana,113,37,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. SANTO TOMÁS,,35,2,105,8,2019,Región Metropolitana
,1,01/01/2019,1,Región Metropolitana,1,1,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Vespertino,,U. DE LAS AMÉRICAS,,1,,1,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,,U. BERNARDO O`HIGGINS,,0,0,0,0,2019,Región Metropolitana
,1,01/01/2015,104,Región Metropolitana,104,27,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. SANTO TOMÁS,,24,3,90,14,2015,Región Metropolitana
,1,01/01/2017,122,Región Metropolitana,122,45,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. SANTO TOMÁS,,39,6,104,18,2017,Región Metropolitana
,1,01/01/2016,111,Región Metropolitana,111,39,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. SANTO TOMÁS,,33,6,95,16,2016,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,U. DE LAS AMÉRICAS,,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,U. DE LAS AMÉRICAS,,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,U. DE LAS AMÉRICAS,,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,U. DE LAS AMÉRICAS,,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,U. DE LAS AMÉRICAS,,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Vespertino,,U. DE LAS AMÉRICAS,,,,,,2019,Región Metropolitana
Privada,1,01/01/2008,18,Región Metropolitana,18,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,15,3,2008,Región Metropolitana
Privada,1,01/01/2012,88,Región Metropolitana,88,18,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,,I.P. AIEP,,17,1,73,15,2012,Región Metropolitana
Privada,1,01/01/2008,18,Región Metropolitana,18,4,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,4,0,18,0,2008,Región Metropolitana
Privada,1,01/01/2008,7,Región Metropolitana,7,2,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,1,1,5,2,2008,Región Metropolitana
Privada,1,01/01/2008,6,Región Metropolitana,6,2,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,2,0,6,0,2008,Región Metropolitana
Privada,1,01/01/2008,11,Región Metropolitana,11,4,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,2,2,9,2,2008,Región Metropolitana
Privada,1,01/01/2010,8,Región Metropolitana,8,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,7,1,2010,Región Metropolitana
Privada,1,01/01/2008,12,Región Metropolitana,12,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,12,0,2008,Región Metropolitana
Privada,1,01/01/2008,13,Región Metropolitana,13,1,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,0,1,11,2,2008,Región Metropolitana
Privada,1,01/01/2010,1,Región Metropolitana,1,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,1,0,2010,Región Metropolitana
Privada,0,01/01/2010,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2010,Región Metropolitana
Privada,1,01/01/2010,4,Región Metropolitana,4,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Santiago,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,4,0,2010,Región Metropolitana
Privada,1,01/01/2010,3,Región Metropolitana,3,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,2,1,2010,Región Metropolitana
Privada,1,01/01/2011,50,Región Metropolitana,50,49,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. SANTO TOMÁS,,41,8,42,8,2011,Región Metropolitana
Consejo rectores,1,01/01/2005,45,Región Metropolitana,45,45,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,,U. DE LOS LAGOS,,41,4,41,4,2005,Región Metropolitana
Consejo rectores,1,01/01/2007,115,Región Metropolitana,115,26,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Ñuñoa,U. TECNOLÓGICA METROPOLITANA,Región Metropolitana,25,1,106,9,2007,Región Metropolitana
Consejo rectores,1,01/01/2005,201,Región Metropolitana,201,73,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,U. DE LOS LAGOS,,60,13,172,29,2005,Región Metropolitana
Consejo rectores,1,01/01/2005,34,Región Metropolitana,34,34,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,U. DE LOS LAGOS,,29,5,29,5,2005,Región Metropolitana
Consejo rectores,0,01/01/2009,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Ñuñoa,U. TECNOLÓGICA METROPOLITANA,Región Metropolitana,,,,,2009,Región Metropolitana
Consejo rectores,0,01/01/2010,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Ñuñoa,U. TECNOLÓGICA METROPOLITANA,Región Metropolitana,,,,,2010,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,,U. DE ACONCAGUA,,,,,,2019,Región Metropolitana
Privada,1,01/01/2007,23,Región Metropolitana,23,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Vespertino,Las Condes,U. TECNOLÓGICA DE CHILE INACAP,Región Metropolitana,,,18,5,2007,Región Metropolitana
Privada,1,01/01/2007,32,Región Metropolitana,32,24,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,23,1,31,1,2007,Región Metropolitana
Privada,1,01/01/2008,42,Región Metropolitana,42,27,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,,I.P. AIEP,,22,5,33,9,2008,Región Metropolitana
Privada,1,01/01/2007,11,Región Metropolitana,11,7,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,7,0,11,0,2007,Región Metropolitana
Privada,1,01/01/2007,35,Región Metropolitana,35,25,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,20,5,28,7,2007,Región Metropolitana
Privada,1,01/01/2007,18,Región Metropolitana,18,12,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,12,0,18,0,2007,Región Metropolitana
Privada,1,01/01/2007,22,Región Metropolitana,22,15,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,12,3,19,3,2007,Región Metropolitana
Privada,1,01/01/2007,32,Región Metropolitana,32,27,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Santiago,U. DE LAS AMÉRICAS,Región Metropolitana,23,4,27,5,2007,Región Metropolitana
Privada,1,01/01/2007,82,Región Metropolitana,82,58,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,Santiago,U. DE LAS AMÉRICAS,Región Metropolitana,45,13,68,14,2007,Región Metropolitana
Privada,1,01/01/2007,6,Región Metropolitana,6,1,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,1,0,6,0,2007,Región Metropolitana
Privada,1,01/01/2007,23,Región Metropolitana,23,15,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,14,1,22,1,2007,Región Metropolitana
Privada,1,01/01/2007,10,Región Metropolitana,10,7,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,7,0,9,1,2007,Región Metropolitana
Privada,1,01/01/2007,31,Región Metropolitana,31,26,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,23,3,26,5,2007,Región Metropolitana
Privada,1,01/01/2007,42,Región Metropolitana,42,34,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,31,3,38,4,2007,Región Metropolitana
Privada,1,01/01/2007,67,Región Metropolitana,67,49,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Santiago,U. DE LAS AMÉRICAS,Región Metropolitana,42,7,58,9,2007,Región Metropolitana
Privada,1,01/01/2007,73,Región Metropolitana,73,57,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,Santiago,U. DE LAS AMÉRICAS,Región Metropolitana,51,6,64,9,2007,Región Metropolitana
Privada,1,01/01/2007,17,Región Metropolitana,17,8,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,8,0,16,1,2007,Región Metropolitana
Privada,1,01/01/2007,30,Región Metropolitana,30,18,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,14,4,26,4,2007,Región Metropolitana
Privada,1,01/01/2005,8,Región Metropolitana,8,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,,,8,0,2005,Región Metropolitana
Privada,1,01/01/2005,6,Región Metropolitana,6,2,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,2,0,6,,2005,Región Metropolitana
Privada,1,01/01/2008,7,Región Metropolitana,7,7,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,,C.F.T. CENCO,,7,0,7,0,2008,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,El Bosque,I.P. DIEGO PORTALES,Región Metropolitana,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Ñuñoa,I.P. DIEGO PORTALES,Región Metropolitana,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,Ñuñoa,I.P. DIEGO PORTALES,Región Metropolitana,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,El Bosque,I.P. DIEGO PORTALES,Región Metropolitana,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,Ñuñoa,I.P. DIEGO PORTALES,Región Metropolitana,,,,,2019,Región Metropolitana
