CRUCH,Programas,Año,Cálculo1,Nombre Región,Matrícula total,Matrícula primer año,Área Conocimiento,Nombre Carrera,Tipo Título,Tipo título,Horario,NombreComuna,Nombre Institución,NombreRegion,Matrícula primer año hombres,Matrícula primer año mujeres,Matrícula total hombres,Matrícula total mujeres,anio,tRegion1_NombreRegion
Privada,1,01/01/2009,35,Región Metropolitana,35,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Puente Alto,I.P. DUOC UC,Región Metropolitana,,,30,5,2009,Región Metropolitana
Privada,0,01/01/2011,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Puente Alto,I.P. DUOC UC,Región Metropolitana,,,,,2011,Región Metropolitana
Privada,1,01/01/2009,32,Región Metropolitana,32,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Providencia,I.P. DUOC UC,Región Metropolitana,,,22,10,2009,Región Metropolitana
Privada,1,01/01/2011,1,Región Metropolitana,1,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Providencia,I.P. DUOC UC,Región Metropolitana,0,0,1,0,2011,Región Metropolitana
Privada,0,01/01/2013,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Otro,La Florida,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,0,0,2013,Región Metropolitana
Privada,0,01/01/2013,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Otro,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,0,0,2013,Región Metropolitana
Privada,0,01/01/2012,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,Macul,I.P. PROVIDENCIA,Región Metropolitana,0,0,0,0,2012,Región Metropolitana
Privada,0,01/01/2011,0,Región Metropolitana,0,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,,U. DEL MAR,,,,,,2011,Región Metropolitana
Privada,0,01/01/2011,0,Región Metropolitana,0,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Vespertino,,U. DEL MAR,,,,,,2011,Región Metropolitana
Privada,0,01/01/2011,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Otro,,U. DEL MAR,,0,0,0,0,2011,Región Metropolitana
Privada,0,01/01/2011,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. AIEP,,0,0,0,0,2011,Región Metropolitana
Privada,0,01/01/2013,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. AIEP,,0,0,0,0,2013,Región Metropolitana
Privada,1,01/01/2013,3,Región Metropolitana,3,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,I.P. AIEP,Región Metropolitana,0,0,3,0,2013,Región Metropolitana
Privada,0,01/01/2014,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,,I.P. ESUCOMEX,,,,,,2014,Región Metropolitana
Privada,0,01/01/2013,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Diurno,Santiago,U. IBEROAMERICANA DE CIENCIAS Y TECNOLOGÍA,Región Metropolitana,,,,,2013,Región Metropolitana
Privada,0,01/01/2012,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Diurno,Santiago,U. IBEROAMERICANA DE CIENCIAS Y TECNOLOGÍA,Región Metropolitana,,,,,2012,Región Metropolitana
Privada,0,01/01/2013,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,La Florida,I.P. DEL VALLE CENTRAL,Región Metropolitana,0,0,0,0,2013,Región Metropolitana
Privada,0,01/01/2011,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Santiago,U. DE ARTE Y CIENCIAS SOCIALES ARCIS,Región Metropolitana,0,0,0,0,2011,Región Metropolitana
Privada,1,01/01/2014,29,Región Metropolitana,29,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,Peñalolén,U. ADOLFO IBÁÑEZ,Región Metropolitana,0,0,28,1,2014,Región Metropolitana
Privada,0,01/01/2010,0,Región Metropolitana,0,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,Peñalolén,U. ADOLFO IBÁÑEZ,Región Metropolitana,,,,,2010,Región Metropolitana
Privada,1,01/01/2013,5,Región Metropolitana,5,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,,C.F.T. ENAC,,,,5,0,2013,Región Metropolitana
Privada,1,01/01/2013,25,Región Metropolitana,25,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,Santiago,U. BERNARDO O`HIGGINS,Región Metropolitana,0,0,24,1,2013,Región Metropolitana
Privada,1,01/01/2012,29,Región Metropolitana,29,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,Santiago,U. BERNARDO O`HIGGINS,Región Metropolitana,0,0,26,3,2012,Región Metropolitana
Privada,0,01/01/2014,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,Quilicura,I.P. LA ARAUCANA,Región Metropolitana,,,,,2014,Región Metropolitana
Privada,1,01/01/2013,7,Región Metropolitana,7,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,Quilicura,I.P. LA ARAUCANA,Región Metropolitana,0,0,5,2,2013,Región Metropolitana
Privada,0,01/01/2014,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,San Bernardo,I.P. LA ARAUCANA,Región Metropolitana,,,,,2014,Región Metropolitana
Privada,1,01/01/2013,2,Región Metropolitana,2,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,San Bernardo,I.P. LA ARAUCANA,Región Metropolitana,0,0,2,0,2013,Región Metropolitana
Privada,1,01/01/2014,21,Región Metropolitana,21,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,San Bernardo,I.P. LA ARAUCANA,Región Metropolitana,0,0,20,1,2014,Región Metropolitana
Privada,1,01/01/2013,29,Región Metropolitana,29,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,San Bernardo,I.P. LA ARAUCANA,Región Metropolitana,0,0,25,4,2013,Región Metropolitana
Consejo rectores,1,01/01/2014,4,Región Metropolitana,4,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,Ñuñoa,U. TECNOLÓGICA METROPOLITANA,Región Metropolitana,,,3,1,2014,Región Metropolitana
Consejo rectores,1,01/01/2013,9,Región Metropolitana,9,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,Ñuñoa,U. TECNOLÓGICA METROPOLITANA,Región Metropolitana,0,0,8,1,2013,Región Metropolitana
Privada,1,01/01/2014,8,Región Metropolitana,8,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,Santiago,I.P. IPEGE,Región Metropolitana,0,0,7,1,2014,Región Metropolitana
Privada,1,01/01/2013,10,Región Metropolitana,10,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,Santiago,U. BERNARDO O`HIGGINS,Región Metropolitana,0,0,10,0,2013,Región Metropolitana
Privada,1,01/01/2013,25,Región Metropolitana,25,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,U. BERNARDO O`HIGGINS,Región Metropolitana,0,0,21,4,2013,Región Metropolitana
Privada,1,01/01/2012,26,Región Metropolitana,26,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,U. BERNARDO O`HIGGINS,Región Metropolitana,0,0,22,4,2012,Región Metropolitana
Privada,0,01/01/2014,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Diurno,,U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ,,,,,,2014,Región Metropolitana
Privada,0,01/01/2013,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Diurno,,U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ,,,,0,0,2013,Región Metropolitana
Privada,0,01/01/2014,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,,U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ,,,,,,2014,Región Metropolitana
Privada,0,01/01/2013,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,,U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ,,,,0,0,2013,Región Metropolitana
Privada,0,01/01/2012,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,,C.F.T. INSTITUTO TECNOLÓGICO DE CHILE,,0,0,0,0,2012,Región Metropolitana
Privada,0,01/01/2011,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,Santiago,C.F.T. CÁMARA DE COMERCIO DE SANTIAGO,Región Metropolitana,0,0,0,0,2011,Región Metropolitana
Privada,1,01/01/2013,4,Región Metropolitana,4,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Otro,Santiago,C.F.T. CÁMARA DE COMERCIO DE SANTIAGO,Región Metropolitana,,,4,0,2013,Región Metropolitana
Privada,1,01/01/2011,8,Región Metropolitana,8,6,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Vespertino,Providencia,U. UCINF,Región Metropolitana,6,0,8,0,2011,Región Metropolitana
Consejo rectores,1,01/01/2011,20,Región Metropolitana,20,11,Tecnología,Ingeniería en Computación e Informática y similares,Licenciatura,Pregrado,Vespertino,,U. DE SANTIAGO DE CHILE,,9,2,11,9,2011,Región Metropolitana
Privada,1,01/01/2014,43,Región Metropolitana,43,24,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Santiago,U. ANDRÉS BELLO,Región Metropolitana,24,0,38,5,2014,Región Metropolitana
Privada,1,01/01/2013,21,Región Metropolitana,21,21,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Otro,,I.P. AIEP,,20,1,20,1,2013,Región Metropolitana
Privada,1,01/01/2014,124,Región Metropolitana,124,23,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Providencia,U. ANDRÉS BELLO,Región Metropolitana,22,1,108,16,2014,Región Metropolitana
Privada,1,01/01/2012,155,Región Metropolitana,155,65,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Providencia,U. ANDRÉS BELLO,Región Metropolitana,61,4,138,17,2012,Región Metropolitana
Privada,1,01/01/2013,164,Región Metropolitana,164,59,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Providencia,U. ANDRÉS BELLO,Región Metropolitana,49,10,138,26,2013,Región Metropolitana
Privada,1,01/01/2014,42,Región Metropolitana,42,14,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Vespertino,Santiago,U. MAYOR,Región Metropolitana,14,0,41,1,2014,Región Metropolitana
Privada,1,01/01/2013,38,Región Metropolitana,38,24,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Vespertino,Santiago,U. MAYOR,Región Metropolitana,24,0,37,1,2013,Región Metropolitana
Privada,1,01/01/2012,22,Región Metropolitana,22,8,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Vespertino,Santiago,U. MAYOR,Región Metropolitana,8,0,22,0,2012,Región Metropolitana
Privada,0,01/01/2013,0,Región Metropolitana,0,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Vespertino,,U. GABRIELA MISTRAL,,,,,,2013,Región Metropolitana
Consejo rectores,0,01/01/2013,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Licenciatura,Pregrado,Vespertino,,U. DE SANTIAGO DE CHILE,,0,0,0,0,2013,Región Metropolitana
Privada,0,01/01/2013,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Santiago,C.F.T. INACAP,Región Metropolitana,0,0,0,0,2013,Región Metropolitana
Privada,0,01/01/2013,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Renca,C.F.T. INACAP,Región Metropolitana,0,0,0,0,2013,Región Metropolitana
Privada,1,01/01/2014,34,Región Metropolitana,34,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. LA ARAUCANA,,0,0,31,3,2014,Región Metropolitana
Privada,1,01/01/2013,16,Región Metropolitana,16,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. LA ARAUCANA,,0,0,13,3,2013,Región Metropolitana
Privada,0,01/01/2008,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,,,,0,2008,Región Metropolitana
Privada,0,01/01/2011,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,0,0,2011,Región Metropolitana
Privada,0,01/01/2012,0,Región Metropolitana,0,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Vespertino,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,,,,,2012,Región Metropolitana
Privada,0,01/01/2012,0,Región Metropolitana,0,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Vespertino,Santiago,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,0,0,2012,Región Metropolitana
Privada,0,01/01/2013,0,Región Metropolitana,0,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Vespertino,Providencia,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,0,0,2013,Región Metropolitana
Privada,1,01/01/2006,9,Región Metropolitana,9,6,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,U. IBEROAMERICANA DE CIENCIAS Y TECNOLOGÍA,Región Metropolitana,4,2,6,3,2006,Región Metropolitana
Privada,1,01/01/2006,219,Región Metropolitana,219,64,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. LA ARAUCANA,,41,23,128,91,2006,Región Metropolitana
Privada,1,01/01/2011,16,Región Metropolitana,16,6,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,U. CENTRAL DE CHILE,Región Metropolitana,6,0,15,1,2011,Región Metropolitana
Privada,1,01/01/2012,19,Región Metropolitana,19,10,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,U. CENTRAL DE CHILE,Región Metropolitana,9,1,18,1,2012,Región Metropolitana
Privada,1,01/01/2010,13,Región Metropolitana,13,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,U. CENTRAL DE CHILE,Región Metropolitana,,,12,1,2010,Región Metropolitana
Privada,1,01/01/2007,77,Región Metropolitana,77,12,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,U. IBEROAMERICANA DE CIENCIAS Y TECNOLOGÍA,Región Metropolitana,9,3,58,19,2007,Región Metropolitana
Privada,1,01/01/2008,6,Región Metropolitana,6,6,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,U. IBEROAMERICANA DE CIENCIAS Y TECNOLOGÍA,Región Metropolitana,6,0,6,0,2008,Región Metropolitana
Privada,1,01/01/2013,13,Región Metropolitana,13,4,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,U. IBEROAMERICANA DE CIENCIAS Y TECNOLOGÍA,Región Metropolitana,3,1,11,2,2013,Región Metropolitana
Privada,1,01/01/2009,47,Región Metropolitana,47,26,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,,C.F.T. INSTITUTO TECNOLÓGICO DE CHILE,,21,5,38,9,2009,Región Metropolitana
Privada,1,01/01/2009,93,Región Metropolitana,93,47,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,,C.F.T. INSTITUTO TECNOLÓGICO DE CHILE,,44,3,80,13,2009,Región Metropolitana
Privada,1,01/01/2014,75,Región Metropolitana,75,42,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,,C.F.T. INSTITUTO TECNOLÓGICO DE CHILE,,37,5,69,6,2014,Región Metropolitana
Privada,1,01/01/2013,59,Región Metropolitana,59,38,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,,C.F.T. INSTITUTO TECNOLÓGICO DE CHILE,,33,5,52,7,2013,Región Metropolitana
Privada,1,01/01/2014,196,Región Metropolitana,196,87,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,,C.F.T. INSTITUTO TECNOLÓGICO DE CHILE,,81,6,171,25,2014,Región Metropolitana
Privada,1,01/01/2013,199,Región Metropolitana,199,103,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,,C.F.T. INSTITUTO TECNOLÓGICO DE CHILE,,89,14,166,33,2013,Región Metropolitana
Privada,1,01/01/2012,224,Región Metropolitana,224,83,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,,C.F.T. INSTITUTO TECNOLÓGICO DE CHILE,,67,16,188,36,2012,Región Metropolitana
Privada,1,01/01/2008,289,Región Metropolitana,289,116,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. LA ARAUCANA,,106,10,264,25,2008,Región Metropolitana
Privada,1,01/01/2009,328,Región Metropolitana,328,75,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. LA ARAUCANA,,61,14,288,40,2009,Región Metropolitana
Privada,1,01/01/2010,314,Región Metropolitana,314,114,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. LA ARAUCANA,,106,8,288,26,2010,Región Metropolitana
,1,01/01/2017,317,Región Metropolitana,317,36,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Santiago,U. TECNOLÓGICA DE CHILE INACAP,Región Metropolitana,30,6,275,42,2017,Región Metropolitana
,1,01/01/2017,250,Región Metropolitana,250,49,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Macul,U. TECNOLÓGICA DE CHILE INACAP,Región Metropolitana,42,7,226,24,2017,Región Metropolitana
,1,01/01/2017,18,Región Metropolitana,18,14,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Las Condes,U. TECNOLÓGICA DE CHILE INACAP,Región Metropolitana,11,3,15,3,2017,Región Metropolitana
,1,01/01/2017,7,Región Metropolitana,7,4,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Ñuñoa,U. TECNOLÓGICA DE CHILE INACAP,Región Metropolitana,4,0,7,0,2017,Región Metropolitana
,1,01/01/2015,15,Región Metropolitana,15,15,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Santiago,I.P. CIISA,Región Metropolitana,15,0,15,0,2015,Región Metropolitana
,1,01/01/2015,172,Región Metropolitana,172,56,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,I.P. CIISA,Región Metropolitana,53,3,160,12,2015,Región Metropolitana
,1,01/01/2017,13,Región Metropolitana,13,13,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Otro,Santiago,I.P. CIISA,Región Metropolitana,12,1,12,1,2017,Región Metropolitana
,1,01/01/2015,109,Región Metropolitana,109,49,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,,I.P. DE CHILE,,40,9,94,15,2015,Región Metropolitana
,1,01/01/2016,27,Región Metropolitana,27,14,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Ñuñoa,C.F.T. INACAP,Región Metropolitana,12,2,24,3,2016,Región Metropolitana
,1,01/01/2017,41,Región Metropolitana,41,26,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Ñuñoa,C.F.T. INACAP,Región Metropolitana,22,4,35,6,2017,Región Metropolitana
,1,01/01/2016,64,Región Metropolitana,64,27,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Santiago,C.F.T. INACAP,Región Metropolitana,26,1,61,3,2016,Región Metropolitana
,1,01/01/2015,36,Región Metropolitana,36,15,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,Providencia,U. FINIS TERRAE,Región Metropolitana,14,1,33,3,2015,Región Metropolitana
,1,01/01/2017,77,Región Metropolitana,77,28,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,Providencia,U. FINIS TERRAE,Región Metropolitana,28,0,71,6,2017,Región Metropolitana
,1,01/01/2016,44,Región Metropolitana,44,18,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. ESUCOMEX,,15,3,36,8,2016,Región Metropolitana
,1,01/01/2017,42,Región Metropolitana,42,10,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. ESUCOMEX,,10,0,36,6,2017,Región Metropolitana
,1,01/01/2017,182,Región Metropolitana,182,45,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. AIEP,,39,6,164,18,2017,Región Metropolitana
,1,01/01/2015,98,Región Metropolitana,98,18,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. AIEP,,15,3,81,17,2015,Región Metropolitana
,1,01/01/2015,54,Región Metropolitana,54,12,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. AIEP,,7,5,44,10,2015,Región Metropolitana
,1,01/01/2015,210,Región Metropolitana,210,32,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. AIEP,,28,4,180,30,2015,Región Metropolitana
,1,01/01/2015,15,Región Metropolitana,15,15,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,,I.P. ESUCOMEX,,10,5,10,5,2015,Región Metropolitana
,1,01/01/2017,25,Región Metropolitana,25,19,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,,I.P. ESUCOMEX,,18,1,22,3,2017,Región Metropolitana
,1,01/01/2016,56,Región Metropolitana,56,33,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,,I.P. ESUCOMEX,,31,2,49,7,2016,Región Metropolitana
,1,01/01/2017,69,Región Metropolitana,69,28,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,,I.P. ESUCOMEX,,23,5,57,12,2017,Región Metropolitana
,1,01/01/2015,308,Región Metropolitana,308,89,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,San Joaquín,I.P. DUOC UC,Región Metropolitana,82,7,277,31,2015,Región Metropolitana
,1,01/01/2015,152,Región Metropolitana,152,29,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,San Joaquín,I.P. DUOC UC,Región Metropolitana,24,5,138,14,2015,Región Metropolitana
,1,01/01/2015,67,Región Metropolitana,67,33,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,,I.P. DE CHILE,,31,2,61,6,2015,Región Metropolitana
,1,01/01/2015,23,Región Metropolitana,23,18,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,San Joaquín,I.P. DE CHILE,Región Metropolitana,15,3,19,4,2015,Región Metropolitana
,1,01/01/2015,210,Región Metropolitana,210,91,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,San Joaquín,I.P. DUOC UC,Región Metropolitana,87,4,195,15,2015,Región Metropolitana
,1,01/01/2015,69,Región Metropolitana,69,30,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Providencia,I.P. DUOC UC,Región Metropolitana,28,2,59,10,2015,Región Metropolitana
,1,01/01/2015,38,Región Metropolitana,38,27,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,San Joaquín,I.P. DE CHILE,Región Metropolitana,22,5,31,7,2015,Región Metropolitana
,1,01/01/2015,33,Región Metropolitana,33,16,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,,I.P. LA ARAUCANA,,13,3,26,7,2015,Región Metropolitana
,1,01/01/2015,43,Región Metropolitana,43,18,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,,I.P. LA ARAUCANA,,13,5,35,8,2015,Región Metropolitana
,1,01/01/2015,59,Región Metropolitana,59,38,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,,I.P. LA ARAUCANA,,35,3,55,4,2015,Región Metropolitana
,1,01/01/2017,163,Región Metropolitana,163,49,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,Santiago,U. MAYOR,Región Metropolitana,49,,154,9,2017,Región Metropolitana
,1,01/01/2015,119,Región Metropolitana,119,30,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,Santiago,U. SAN SEBASTIÁN,Región Metropolitana,25,5,106,13,2015,Región Metropolitana
